# Skill names mined from the corpus (issue #40), written by scripts/taxonomy_mine.py.
# Corpus: the 26587 IN descriptions of the development database, newest vacancy update 2026-09-20.
# Left out: every form of docs/measurements/taxonomy-candidates-2026-09-24.tsv and every key of src/main/resources/taxonomy/skills.tsv.
# Kept: df >= 3, in the ads of >= 3 companies, written as a name (every word capitalized or
# carrying a digit or symbol) in >= 40% of its mid-sentence occurrences, with a known skill within 6
# words in >= 20% of them, and a phrase holding a name-like word.
# capitalized (written as a name) and near are those shares; each form=N counts a spelling mid-sentence.
df	name	companies	capitalized	near	forms
4	NiFi Experience	4	1.00	1.00	NiFi Experience=1
4	Nitro Enclaves	3	1.00	1.00	Nitro Enclaves=4
4	Node.js Comfort	3	1.00	1.00	Node.js Comfort=1
4	Node.js Deep	4	1.00	1.00	Node.js Deep=2
4	Node.js Fastify	4	1.00	1.00	Node.js Fastify=1
4	Numpy Familiarity	4	1.00	1.00	Numpy Familiarity=1|NumPy Familiarity=1
4	NVIDIA Certified	3	1.00	1.00	NVIDIA Certified=1
4	NVIDIA Certified Professional	3	1.00	1.00	NVIDIA Certified Professional=1
4	Observability Azure	4	1.00	1.00	Observability Azure=1
4	Observability Azure Monitor	4	1.00	1.00	Observability Azure Monitor=1
4	Office 365 Experience	3	1.00	1.00	Office 365 Experience=2
4	OneStream	4	1.00	0.40	OneStream=5
4	OneWorld	3	1.00	0.86	OneWorld=7
4	Open3D	4	1.00	0.75	Open3D=4
4	OpenAI AI	4	1.00	1.00	OpenAI AI=1
4	OpenBao	3	1.00	1.00	OpenBao=4
4	OpenCascade	4	1.00	0.40	OpenCascade=4|OpenCASCADE=1
4	OpenJDK	3	1.00	0.71	OpenJDK=7
4	OpenSearch AWS	3	1.00	1.00	OpenSearch AWS=2
4	OpenSearch Dashboards	3	1.00	0.50	OpenSearch Dashboards=4
4	OpenShift Docker	4	1.00	1.00	OpenShift Docker=2
4	OpenTelemetry Knowledge	3	1.00	1.00	OpenTelemetry Knowledge=2
4	OpenTelemetry Observability	3	1.00	1.00	OpenTelemetry Observability=2
4	OpenTelemetry Security	3	1.00	1.00	OpenTelemetry Security=2
4	OpenXR	3	1.00	1.00	OpenXR=3
4	operations Solid	4	0.50	0.50	operations Solid=1|Operations Solid=1
4	Optuna	4	1.00	1.00	Optuna=5
4	or Bangalore	3	0.50	0.25	or Bangalore=2|OR Bangalore=2
4	Oracle 19c	4	1.00	0.50	Oracle 19c=4
4	Oracle Analytics Cloud	3	1.00	0.80	Oracle Analytics Cloud=5
4	Oracle Database Administrator	3	0.75	0.75	Oracle Database Administrator=3|Oracle Database administrator=1
4	OS You	4	1.00	1.00	OS You=1
4	OSCAL	4	1.00	1.00	OSCAL=2
4	OSes	4	1.00	0.75	OSes=4
4	OVERVIEW Are	4	1.00	1.00	OVERVIEW Are=1|Overview Are=1
4	OWASP MASVS	3	1.00	0.25	OWASP MASVS=4
4	P6	4	1.00	0.33	P6=3
4	painless	3	0.50	0.75	painless=2|Painless=2
4	Palantir Foundry Experience	4	1.00	0.67	Palantir Foundry Experience=3
4	Palo Alto Cortex	4	1.00	0.71	Palo Alto Cortex=7
4	Palo Alto NGFW	3	1.00	0.25	Palo Alto NGFW=4
4	Panda	4	0.67	0.67	Panda=2|panda=1
4	PBR	3	1.00	0.20	PBR=5
4	PCE	3	1.00	0.25	PCE=4
4	Perl Experience	3	0.75	1.00	Perl Experience=3|Perl experience=1
4	petite	3	0.40	0.40	petite=3|Petite=2
4	PFC	4	1.00	0.20	PFC=5
4	pgBackRest	4	1.00	0.25	pgBackRest=4
4	PgM	3	1.00	0.25	PgM=4
4	PHPStan	3	0.83	0.50	PHPStan=5|phpstan=1
4	Pixi	3	0.80	0.80	Pixi=4|pixi=1
4	Platform Administrator	4	0.80	0.40	Platform Administrator=4|Platform administrator=1
4	Platform MCP	3	1.00	0.67	Platform MCP=3
4	Point Certified	3	1.00	0.33	Point Certified=9
4	Point Certified Security	3	1.00	0.33	Point Certified Security=9
4	Policy Microsoft Defender	3	1.00	1.00	Policy Microsoft Defender=1
4	portal development	4	0.50	0.75	portal development=2|Portal Development=2
4	PostgreSQL AWS Services	4	1.00	1.00	PostgreSQL AWS Services=1
4	PostgreSQL Non	3	1.00	1.00	PostgreSQL Non=1
4	PostgreSQL Solid	4	1.00	0.50	PostgreSQL Solid=2
4	PostgreSQL Terraform	4	1.00	1.00	PostgreSQL Terraform=1
4	Power BI Microsoft	4	1.00	1.00	Power BI Microsoft=1
4	Power BI Report	3	0.60	0.60	Power BI Report=3|Power BI report=2
4	Precision Time Protocol	3	1.00	0.25	Precision Time Protocol=4
4	Preferred Computer Skills	3	1.00	1.00	Preferred Computer Skills=2
4	Preferred Qualifications Azure	4	1.00	0.50	Preferred Qualifications Azure=2
4	Preferred Qualifications Internship	4	1.00	0.50	Preferred Qualifications Internship=2
4	Preferred Qualifications Proficient	3	1.00	1.00	Preferred Qualifications Proficient=2
4	Preferred Qualifications Working	4	1.00	1.00	Preferred Qualifications Working=3
4	Process Analyst	3	1.00	0.25	Process Analyst=4
4	Processing Apache Spark	4	1.00	1.00	Processing Apache Spark=1
4	Produktentwicklung	4	1.00	0.50	Produktentwicklung=4
4	Professional Certified Kubernetes	4	1.00	1.00	Professional Certified Kubernetes=1
4	Protractor	3	1.00	1.00	Protractor=3|PROTRACTOR=1
4	Proven AWS	3	1.00	0.33	Proven AWS=3
4	Pure Storage Flasharray	3	1.00	1.00	Pure Storage Flasharray=1
4	PV	4	1.00	0.25	PV=4
4	PXI	3	1.00	0.60	PXI=5
4	PySpark Familiarity	3	1.00	1.00	PySpark Familiarity=3
4	Python #LI	4	1.00	1.00	Python #LI=1
4	Python 2.7	3	1.00	0.50	Python 2.7=4
4	Python 3+	4	1.00	1.00	Python 3+=2
4	Python EDUCATION	4	1.00	1.00	Python EDUCATION=1|Python Education=1
4	Python Mastery	4	1.00	1.00	Python Mastery=2
4	Python Prior	4	1.00	1.00	Python Prior=2
4	PyTorch Ability	4	1.00	1.00	PyTorch Ability=1
4	PyTorch FSDP	3	1.00	0.33	PyTorch FSDP=3
4	Qase	3	1.00	0.40	Qase=5
4	Qualcomm Snapdragon	4	1.00	0.25	Qualcomm Snapdragon=3|Qualcomm SnapDragon=1
4	Qualification 6+	3	1.00	1.00	Qualification 6+=1
4	Qualifications Active US	3	1.00	1.00	Qualifications Active US=1
4	Qualifications Azure	4	1.00	0.33	Qualifications Azure=3
4	Qualifications Familiar	3	0.50	0.75	Qualifications Familiar=2|qualifications Familiar=2
4	Qualifications Microsoft Certified	3	1.00	1.00	Qualifications Microsoft Certified=4
4	qualifications Python	4	0.50	0.50	qualifications Python=1|Qualifications Python=1
4	Qualifications Software development	4	0.50	0.50	Qualifications Software development=1|Qualifications Software Development=1
4	Quebec Experience	3	1.00	1.00	Quebec Experience=1
4	QuestDB	4	1.00	0.80	QuestDB=5
4	RAII	4	1.00	0.25	RAII=4
4	Rails Familiarity	4	1.00	1.00	Rails Familiarity=2
4	Rails PostgreSQL	4	1.00	1.00	Rails PostgreSQL=1
4	RBAC Proficiency	4	1.00	1.00	RBAC Proficiency=1
4	RDB	3	1.00	0.67	RDB=6
4	RDKit	3	1.00	0.33	RDKit=3
4	RDMA Experience	3	0.50	0.50	RDMA Experience=1|RDMA experience=1
4	RDS Postgres	3	1.00	1.00	RDS Postgres=1
4	React 18	4	1.00	1.00	React 18=6
4	React 18+	4	1.00	1.00	React 18+=2
4	React Advanced	3	1.00	1.00	React Advanced=1
4	React Data	3	1.00	1.00	React Data=3
4	React engineer	4	0.50	1.00	React engineer=2|React Engineer=2
4	React Lead	4	1.00	1.00	React Lead=2
4	React Native Testing	3	1.00	1.00	React Native Testing=4
4	React Strong Proficiency	3	1.00	1.00	React Strong Proficiency=1
4	React.js Strong	4	1.00	1.00	React.js Strong=2
4	recette	3	0.50	0.50	recette=2|Recette=2
4	Recoil	4	1.00	1.00	Recoil=4
4	Red Hat certification	3	0.50	0.25	Red Hat certification=2|Red Hat Certification=2
4	Redis Celery	3	1.00	1.00	Redis Celery=2
4	Redis Pub	4	1.00	1.00	Redis Pub=1
4	Redshift DevOps	3	1.00	1.00	Redshift DevOps=3
4	Report Server	3	1.00	1.00	Report Server=4
4	REQUIRED C++	4	1.00	1.00	REQUIRED C++=1
4	ResNet	4	1.00	0.25	ResNet=3|RESNet=1
4	Resolve Tier 1	4	0.67	0.33	Resolve Tier 1=2|resolve Tier 1=1
4	Responsibilities Advance	3	1.00	1.00	Responsibilities Advance=4
4	Responsibilities Client Engagement	3	1.00	0.50	Responsibilities Client Engagement=4
4	Responsibilities Embedded	4	1.00	0.33	Responsibilities Embedded=3
4	Responsibilities Frontend Development	4	1.00	0.33	Responsibilities Frontend Development=3
4	Responsibilities Salesforce Development	4	1.00	1.00	Responsibilities Salesforce Development=2
4	Responsibilities Stay	3	1.00	1.00	Responsibilities Stay=1
4	REST Ability	3	1.00	1.00	REST Ability=1
4	REST APIs Proficiency	3	1.00	1.00	REST APIs Proficiency=1
4	REST APIs Understanding	4	1.00	1.00	REST APIs Understanding=1
4	RESTCONF	4	1.00	1.00	RESTCONF=5
4	RESTful APIs Proficiency	4	1.00	1.00	RESTful APIs Proficiency=1
4	RESTful APIs You	4	1.00	1.00	RESTful APIs You=1
4	RESTful JSON	4	1.00	0.50	RESTful JSON=2
4	Retrievers	3	0.67	0.33	Retrievers=4|retrievers=2
4	Revenue Cloud Consultant	3	1.00	1.00	Revenue Cloud Consultant=4
4	RingLead	4	1.00	0.33	RingLead=5|Ringlead=1
4	Rootly	3	1.00	0.25	Rootly=4
4	RPC APIs	3	1.00	1.00	RPC APIs=3
4	RSA Archer	3	1.00	0.33	RSA Archer=6
4	RTEMS	4	1.00	0.33	RTEMS=3
4	RTI	3	1.00	0.20	RTI=10
4	RTOSes	4	1.00	0.60	RTOSes=5
4	Ruby familiarity	4	0.50	1.00	Ruby familiarity=1|Ruby Familiarity=1
4	Rudderstack	3	1.00	0.25	Rudderstack=4
4	Rust Excellent	3	1.00	1.00	Rust Excellent=3
4	Rust Working	3	1.00	0.50	Rust Working=2
4	SAA	3	1.00	0.25	SAA=4
4	SaaS collaboration	3	0.50	0.75	SaaS collaboration=2|SaaS Collaboration=2
4	SaaS GTM	3	1.00	0.50	SaaS GTM=4
4	Salesforce AI	3	1.00	0.25	Salesforce AI=4
4	Salesforce Certified Application	3	1.00	1.00	Salesforce Certified Application=2
4	Salesforce Certified CPQ	3	1.00	0.75	Salesforce Certified CPQ=4
4	Salesforce CI	3	1.00	1.00	Salesforce CI=3
4	Salesforce CLI	4	1.00	0.50	Salesforce CLI=6
4	Salesforce Familiarity	3	1.00	1.00	Salesforce Familiarity=1
4	Salesforce Governor	4	0.50	0.25	Salesforce Governor=2|Salesforce governor=2
4	Salesforce Governor Limits	4	0.50	0.25	Salesforce Governor Limits=2|Salesforce governor limits=2
4	Salesforce MuleSoft	3	1.00	0.50	Salesforce MuleSoft=2
4	Salesforce Shield	3	1.00	0.50	Salesforce Shield=4
4	sanitizer	3	0.43	0.29	sanitizer=4|Sanitizer=3
4	SAP AI	4	1.00	0.58	SAP AI=12
4	SAP Joule	4	1.00	0.83	SAP Joule=12
4	SAP PM	4	1.00	0.29	SAP PM=7
4	Sauber	3	0.50	0.25	Sauber=2|sauber=2
4	SC2S	3	1.00	0.83	SC2S=6
4	SCD	4	1.00	0.25	SCD=4
4	SCD2	4	1.00	0.20	SCD2=5
4	Schl	4	1.00	0.25	Schl=4
4	SCOM	4	1.00	0.40	SCOM=5
4	SDF	4	0.75	0.75	SDF=3|sdf=1
4	SDKs Familiarity	4	1.00	0.50	SDKs Familiarity=2
4	Security+ Microsoft	4	1.00	1.00	Security+ Microsoft=2
4	Selenium Experience	4	1.00	0.50	Selenium Experience=2
4	Selenium Grid	3	0.75	0.75	Selenium Grid=3|selenium grid=1
4	Senior PMs	4	0.50	0.25	Senior PMs=2|senior PMs=2
4	Senior System Engineer	3	1.00	0.67	Senior System Engineer=3
4	Sentinel Cloud	3	1.00	1.00	Sentinel Cloud=2
4	Sentinel Microsoft	4	1.00	0.50	Sentinel Microsoft=2
4	Sentinel Microsoft Defender	4	1.00	0.50	Sentinel Microsoft Defender=2
4	Sequelize	4	1.00	0.75	Sequelize=4
4	Server Always	4	1.00	1.00	Server Always=6
4	Server Always On	4	1.00	1.00	Server Always On=6
4	Server Reporting	4	1.00	1.00	Server Reporting=5
4	Server Reporting Services	4	1.00	1.00	Server Reporting Services=5
4	Server Team	4	0.67	0.67	Server Team=2|server team=1
4	serving familiarity	4	0.50	0.50	serving familiarity=1|Serving Familiarity=1
4	Skalierung	4	1.00	0.20	Skalierung=5
4	Skills Advanced SQL	4	1.00	0.67	Skills Advanced SQL=3
4	Skills Microsoft	4	1.00	0.33	Skills Microsoft=3
4	Slack Enterprise Grid	3	1.00	1.00	Slack Enterprise Grid=1
4	SLURM Familiarity	3	1.00	1.00	SLURM Familiarity=2|Slurm Familiarity=1
4	Snowflake Architect	3	1.00	0.33	Snowflake Architect=3
4	Snowflake Infrastructure	4	0.50	1.00	Snowflake Infrastructure=2|Snowflake infrastructure=2
4	Snowflake Power	4	1.00	1.00	Snowflake Power=1
4	Snowflake Power BI	4	1.00	1.00	Snowflake Power BI=1
4	Snowplow	3	1.00	0.33	Snowplow=6
4	SOA Suite	3	1.00	0.75	SOA Suite=4
4	SolarWinds DPA	4	1.00	0.20	SolarWinds DPA=5
4	SOR	4	1.00	0.33	SOR=6
4	Spanish Nice	4	1.00	1.00	Spanish Nice=1
4	Spark Ability	3	1.00	1.00	Spark Ability=3
4	SPARQL Familiarity	3	1.00	1.00	SPARQL Familiarity=3
4	SPDX	3	1.00	0.25	SPDX=4
4	SpecFlow	3	1.00	0.50	SpecFlow=5|Specflow=1
4	specialist data	4	0.50	1.00	specialist data=1|Specialist Data=1
4	SPIR	3	1.00	1.00	SPIR=2
4	Spirent	3	1.00	0.40	Spirent=5
4	SPO	3	0.75	0.50	SPO=3|spo=1
4	Sprache	3	1.00	0.75	Sprache=4
4	Spring Boot 3+	3	0.75	1.00	Spring Boot 3+=3|Spring boot 3+=1
4	Spring Boot Cloud	3	1.00	1.00	Spring Boot Cloud=2
4	Spring Boot SQL	4	1.00	1.00	Spring Boot SQL=1
4	SQL Able	3	1.00	1.00	SQL Able=1
4	SQL Apache	4	1.00	1.00	SQL Apache=3
4	SQL Apache Spark	4	1.00	1.00	SQL Apache Spark=3
4	SQL database administration	3	0.50	0.50	SQL database administration=2|SQL Database Administration=2
4	SQL Database Administrator	4	1.00	0.50	SQL Database Administrator=2
4	SQL DBs	3	1.00	1.00	SQL DBs=1
4	SQL engine	4	0.50	0.25	SQL engine=2|SQL Engine=2
4	SQL Experi	3	1.00	1.00	SQL Experi=2
4	SQL Familiar	4	1.00	1.00	SQL Familiar=2
4	SQL Preferred Qualifications	4	1.00	1.00	SQL Preferred Qualifications=2
4	SQL Server Always	4	1.00	0.33	SQL Server Always=6
4	SQL Server Reporting	4	1.00	1.00	SQL Server Reporting=5
4	SQL Software	4	0.75	0.75	SQL Software=3|SQL software=1
4	SSO Experience	4	0.50	0.50	SSO Experience=1|SSO experience=1
4	Stack C++	4	1.00	1.00	Stack C++=1
4	Stakeholder Management Act	4	1.00	0.50	Stakeholder Management Act=2
4	Stardog	4	1.00	0.50	Stardog=4
4	Stash	3	1.00	0.42	Stash=12
4	Stateflow	4	1.00	0.80	Stateflow=3|StateFlow=2
4	Storage Azure Key	3	1.00	1.00	Storage Azure Key=2
4	Storage Flasharray	3	1.00	0.50	Storage Flasharray=2
4	Streaming Familiarity	3	1.00	1.00	Streaming Familiarity=2
4	Strimzi Kafka	3	1.00	1.00	Strimzi Kafka=1
4	Strong Kotlin	3	0.67	0.33	Strong Kotlin=2|strong Kotlin=1
4	strong Rust	4	0.50	0.50	strong Rust=1|Strong Rust=1
4	Studio Build	3	1.00	1.00	Studio Build=1
4	Sub AWS	3	1.00	1.00	Sub AWS=1
4	Sub Familiarity	3	1.00	1.00	Sub Familiarity=2
4	successor	3	0.50	0.25	successor=2|Successor=2
4	Suite Microsoft	4	1.00	1.00	Suite Microsoft=1
4	SuiteAnalytics	4	1.00	0.25	SuiteAnalytics=4
4	SuiteFoundation	3	1.00	1.00	SuiteFoundation=4
4	Super Apps	3	1.00	1.00	Super Apps=1
4	Support IAM	4	0.67	0.33	Support IAM=2|support IAM=1
4	Svelte Angular	4	1.00	1.00	Svelte Angular=1
4	SWR	3	1.00	1.00	SWR=8
4	Systemarchitekturen	3	1.00	0.67	Systemarchitekturen=3
4	Systems 7+	3	0.67	1.00	Systems 7+=2|systems 7+=1
4	Systems Engineer II	3	1.00	0.29	Systems Engineer II=5|SYSTEMS ENGINEER II=2
4	Systems Technician	4	0.75	0.25	Systems Technician=3|systems technician=1
4	Tableau Cloud	3	1.00	1.00	Tableau Cloud=3
4	Tailwind Experience	3	1.00	1.00	Tailwind Experience=1
4	TAXII	3	1.00	0.75	TAXII=4
4	TCG	3	1.00	0.67	TCG=3
4	TCR	4	1.00	0.20	TCR=5
4	Tech Lead FullStack	3	1.00	0.50	Tech Lead FullStack=1|Tech Lead Fullstack=1
4	Tech Stack .NET	4	1.00	1.00	Tech Stack .NET=2
4	Tech Stack C++	4	1.00	1.00	Tech Stack C++=1
4	Technologies DevOps	4	1.00	1.00	Technologies DevOps=1
4	Technology Architect	4	0.75	0.25	Technology Architect=3|technology Architect=1
4	Telerik	4	1.00	0.75	Telerik=4
4	TensorFlow Lite	3	1.00	0.25	TensorFlow Lite=4
4	TensorFlow Serving	4	1.00	0.25	TensorFlow Serving=4
4	Terraform Develop	4	1.00	0.67	Terraform Develop=3
4	Terraform Java Python	3	1.00	1.00	Terraform Java Python=2
4	Terraform PostgreSQL	4	1.00	1.00	Terraform PostgreSQL=1
4	Terraform We	4	1.00	1.00	Terraform We=1
4	Terratest	3	1.00	1.00	Terratest=4
4	Tesseract	3	0.80	0.20	Tesseract=4|tesseract=1
4	the principal security	4	0.50	0.25	the principal security=2|The Principal Security=2
4	Time Protocol	3	1.00	0.25	Time Protocol=4
4	Timestream	3	1.00	1.00	Timestream=4
4	Tinkerbell	4	1.00	0.50	Tinkerbell=4
4	Tizen	4	1.00	0.80	Tizen=5
4	Tools Linux	4	1.00	1.00	Tools Linux=1
4	Tools Playwright	3	1.00	1.00	Tools Playwright=1
4	Tools QA	3	0.50	1.00	Tools QA=1|tools QA=1
4	Top 10 LLM	3	1.00	1.00	Top 10 LLM=1
4	TSEs	3	1.00	0.33	TSEs=3
4	Tune SIEM	3	0.50	0.25	Tune SIEM=2|tune SIEM=2
4	TypeScript AI	4	1.00	1.00	TypeScript AI=1
4	TypeScript Comfort	3	1.00	1.00	TypeScript Comfort=1
4	TypeScript Create	4	1.00	1.00	TypeScript Create=2
4	Typescript Node.js AWS	3	1.00	1.00	Typescript Node.js AWS=1
4	TypeScript Proficient	4	1.00	1.00	TypeScript Proficient=1|Typescript Proficient=1
4	UI Actions	3	1.00	0.20	UI Actions=5
4	UI Mobile	4	1.00	0.50	UI Mobile=2
4	UI Proficiency	4	1.00	0.33	UI Proficiency=3
4	UIKit Experience	4	1.00	1.00	UIKit Experience=2
4	UiPath Document	3	1.00	1.00	UiPath Document=2
4	UiPath Document Understanding	3	1.00	1.00	UiPath Document Understanding=2
4	Umgebung	3	1.00	1.00	Umgebung=1
4	Unity Catalog Azure	3	1.00	1.00	Unity Catalog Azure=1
4	Use Cases Solid	3	1.00	1.00	Use Cases Solid=2
4	Used Python	3	1.00	1.00	Used Python=1
4	USS	3	1.00	0.83	USS=6
4	Utilize Azure	4	0.67	0.33	Utilize Azure=2|utilize Azure=1
4	Uvicorn	4	0.75	1.00	Uvicorn=3|uvicorn=1
4	V5	4	1.00	0.50	V5=2|v5=2
4	Veeva Vault	3	1.00	0.64	Veeva Vault=11
4	Velociraptor	3	1.00	0.33	Velociraptor=3
4	veloppeur.euse	3	1.00	0.40	veloppeur.euse=5
4	veloppeur.se	3	1.00	0.25	veloppeur.se=4
4	Versioned API	3	0.50	0.50	Versioned API=1|versioned API=1
4	Vertex AI Model	3	1.00	1.00	Vertex AI Model=3
4	View ViewModel	3	1.00	1.00	View ViewModel=3
4	vMotion	4	1.00	0.60	vMotion=5
4	VMware VCP	4	1.00	0.67	VMware VCP=3
4	Vue3	4	1.00	0.67	Vue3=6
4	Vuetify	3	1.00	1.00	Vuetify=5
4	VXLAN Strong	3	1.00	0.67	VXLAN Strong=3
4	WAF security	4	0.50	0.50	WAF security=1|WAF Security=1
4	WAN TCP	4	1.00	1.00	WAN TCP=1
4	Web Accessibility WCAG	3	1.00	0.67	Web Accessibility WCAG=3
4	WebSockets Experience	3	1.00	1.00	WebSockets Experience=1
4	WFS	3	1.00	0.25	WFS=4
4	WGs	4	1.00	0.33	WGs=2|WGS=1
4	Windows Event Logs	3	0.75	0.75	Windows Event Logs=3|Windows event logs=1
4	Windows Manage	3	1.00	1.00	Windows Manage=2
4	Wirtschaftlichkeit	3	1.00	0.33	Wirtschaftlichkeit=6
4	WiX	4	1.00	0.67	WiX=5|Wix=1
4	Wiz Code	3	1.00	0.33	Wiz Code=9
4	WM	4	1.00	0.33	WM=3
4	Wolverine	3	1.00	1.00	Wolverine=4
4	work with Salesforce	3	0.50	0.75	work with Salesforce=2|Work With Salesforce=2
4	Workday Orchestrate	3	1.00	0.20	Workday Orchestrate=5
4	Workiva	3	1.00	0.25	Workiva=4
4	WPA	3	0.50	0.25	WPA=4|wpa=4
4	WPF Experience	3	1.00	1.00	WPF Experience=1
4	WWDC	3	1.00	0.25	WWDC=4
4	XLOOKUP	4	1.00	0.50	XLOOKUP=4
4	You 2	4	1.00	0.50	You 2=1|YOU 2=1
4	YOU ARE Solid	4	1.00	0.50	YOU ARE Solid=2
4	You Proficient	3	1.00	1.00	You Proficient=2
4	You Staff	4	0.50	0.50	You Staff=1|you Staff=1
4	Zuora Billing	3	1.00	0.38	Zuora Billing=8
3	#Python	3	1.00	0.33	#Python=2|#python=1
3	+ Android	3	1.00	0.80	+ Android=5
3	.NET Aspire	3	1.00	1.00	.NET Aspire=3
3	.Net Conhecimento	3	1.00	1.00	.Net Conhecimento=2
3	.NET Core Experience	3	1.00	1.00	.NET Core Experience=1
3	.NET Developer	3	0.80	0.20	.NET Developer=4|.NET developer=1
3	.NET expertise	3	0.50	0.50	.NET expertise=1|.NET Expertise=1
3	.NET MVC	3	1.00	1.00	.NET MVC=2
3	.NET TypeScript	3	1.00	1.00	.NET TypeScript=1
3	2 +	3	1.00	0.50	2 +=2
3	200 This	3	1.00	1.00	200 This=1
3	2019+	3	1.00	1.00	2019+=3
3	2027 Spring	3	1.00	1.00	2027 Spring=1
3	26262 ASIL	3	1.00	1.00	26262 ASIL=1
3	3 Senior	3	1.00	0.50	3 Senior=2
3	365 Admin Center	3	1.00	1.00	365 Admin Center=2
3	365 Exchange Online	3	1.00	1.00	365 Exchange Online=1
3	365 SharePoint Online	3	1.00	1.00	365 SharePoint Online=3
3	3D Maths	3	1.00	1.00	3D Maths=3
3	3PAOs	3	1.00	0.33	3PAOs=3
3	4Hana Public Cloud	3	1.00	1.00	4Hana Public Cloud=2|4HANA Public Cloud=1
3	62061	3	1.00	0.33	62061=3
3	8.0	3	1.00	1.00	8.0=3
3	8.x	3	1.00	1.00	8.x=4
3	800 137	3	1.00	1.00	800 137=1
3	AAD	3	1.00	0.50	AAD=6
3	ABAP OO	3	1.00	1.00	ABAP OO=2
3	Access Management Architect	3	1.00	1.00	Access Management Architect=3
3	ACMP	3	1.00	0.33	ACMP=3
3	ActiveMQ Experience	3	1.00	1.00	ActiveMQ Experience=1
3	Addigy	3	1.00	0.33	Addigy=6
3	Administer SQL	3	0.67	0.33	Administer SQL=2|administer SQL=1
3	Administer SQL Server	3	0.67	0.67	Administer SQL Server=2|administer SQL Server=1
3	Administrator AWS Certified	3	1.00	0.50	Administrator AWS Certified=2
3	Administrator AZ	3	1.00	1.00	Administrator AZ=1
3	Administrator VMware	3	1.00	1.00	Administrator VMware=1
3	Ads APIs	3	1.00	0.25	Ads APIs=4
3	advanced Jira	3	0.50	0.50	advanced Jira=1|Advanced Jira=1
3	Advanced Server	3	0.67	0.33	Advanced Server=2|advanced server=1
3	AEM Developer	3	0.60	0.40	AEM Developer=3|AEM developer=2
3	Agno	3	1.00	0.67	Agno=3
3	AGX	3	1.00	0.25	AGX=4
3	AI Applications Engineer	3	1.00	0.50	AI Applications Engineer=4
3	AI Control Tower	3	1.00	0.67	AI Control Tower=3
3	AI Data Systems	3	1.00	1.00	AI Data Systems=1
3	AI Education	3	0.67	0.33	AI Education=2|AI education=1
3	AI Expertise Hands	3	1.00	1.00	AI Expertise Hands=1
3	AI Mobile	3	1.00	0.50	AI Mobile=2
3	AI Overviews	3	1.00	0.67	AI Overviews=3
3	AI Protocols	3	0.60	0.20	AI Protocols=3|AI protocols=2
3	AI Security Depth	3	1.00	1.00	AI Security Depth=2
3	Aikido	3	1.00	0.33	Aikido=3
3	Airflow Excellent	3	1.00	1.00	Airflow Excellent=1
3	Alto Cortex XDR	3	1.00	0.20	Alto Cortex XDR=5
3	Amazon Bedrock Agents	3	1.00	0.33	Amazon Bedrock Agents=3
3	Amazon CloudFront	3	1.00	1.00	Amazon CloudFront=3
3	Amazon MWAA	3	1.00	1.00	Amazon MWAA=5
3	Analyst Strong	3	1.00	1.00	Analyst Strong=1
3	Android Architect	3	1.00	0.50	Android Architect=2
3	Andy	3	1.00	0.40	Andy=5
3	Anfang	3	1.00	0.67	Anfang=3
3	Angular Back	3	1.00	1.00	Angular Back=1
3	Angular UI	3	1.00	1.00	Angular UI=2
3	Ansible Observability	3	1.00	1.00	Ansible Observability=1
3	Ansible Redis	3	1.00	1.00	Ansible Redis=3
3	Ansible Redis Kafka	3	1.00	1.00	Ansible Redis Kafka=3
3	Ansible Tower	3	0.67	1.00	Ansible Tower=2|Ansible tower=1
3	Apache Parquet	3	1.00	0.33	Apache Parquet=3
3	Apache Spark Strong	3	1.00	1.00	Apache Spark Strong=1
3	API Development Design	3	1.00	1.00	API Development Design=1
3	APIs Comfortable	3	1.00	1.00	APIs Comfortable=3
3	APIs Query	3	1.00	1.00	APIs Query=1
3	APO	3	0.75	0.75	APO=3|apo=1
3	Apollo Server	3	1.00	1.00	Apollo Server=4
3	App Gateway	3	1.00	1.00	App Gateway=3
3	AppKit	3	1.00	1.00	AppKit=1|Appkit=1
3	Apple MDM	3	1.00	0.75	Apple MDM=4
3	Application Support Engineer	3	1.00	0.20	Application Support Engineer=5
3	Apps Azure API	3	1.00	1.00	Apps Azure API=2
3	AppSync	3	1.00	1.00	AppSync=2|Appsync=1
3	Arbitrum	3	1.00	1.00	Arbitrum=3
3	Architect Associate Certification	3	0.67	1.00	Architect Associate Certification=2|Architect Associate certification=1
3	Architect AZ	3	1.00	1.00	Architect AZ=1
3	Architect Salesforce	3	1.00	1.00	Architect Salesforce=6
3	Architecture Typescript	3	1.00	1.00	Architecture Typescript=1
3	Argo Workflows Experience	3	1.00	1.00	Argo Workflows Experience=1
3	Argo Workflows Familiarity	3	1.00	1.00	Argo Workflows Familiarity=1
3	Artefact Casablanca	3	1.00	0.25	Artefact Casablanca=12
3	Aruba Experience	3	0.67	0.67	Aruba Experience=2|Aruba experience=1
3	As ICT	3	0.50	0.50	As ICT=1|as ICT=1
3	ASRS	3	1.00	0.71	ASRS=7
3	Associate AI	3	1.00	1.00	Associate AI=1
3	Associate GIAC	3	1.00	1.00	Associate GIAC=1
3	Associate Platform	3	1.00	0.50	Associate Platform=2
3	ATOs	3	1.00	0.75	ATOs=4
3	Attraktive Verg	3	0.50	0.50	Attraktive Verg=1|attraktive Verg=1
